Sample,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26
Compound890,7.665592757,7.772192114,7.492669247,7.946638345,6.999590887,7.986829309,7.514630277,8.042523001,7.918281632,7.874847947,7.718638727,7.794450761,8.019901504,7.91510921,7.648289985,7.781532158,7.858604273,7.618391013,6.551674469,7.565681127,8.116368226,7.81203739,7.546483387,7.791224494,7.490257796,7.847713305
Compound9608,6.463608552,6.46384411,6.57760314,6.499937876,6.403785049,6.548572551,6.605071525,6.580449293,6.46579287,6.584098926,6.592746189,6.641290494,6.566226979,6.574238626,6.534003896,6.643265545,6.52118677,6.44835804,6.534955103,6.628043622,6.443947128,6.45630172,6.500237794,6.418568715,6.545552005,6.534351411
Compound789,7.42170403,7.544569851,7.491958339,7.369846948,7.505686744,7.433491988,7.073863103,7.450272772,7.553151061,7.421871294,7.567916689,7.47029169,7.290971377,7.383663033,7.422347297,7.621964672,8.007825206,6.914215293,7.270511917,7.572239939,7.314495674,7.574299069,7.281565772,7.599594906,6.44005234,7.585090671
Compound934,7.57602588,7.656342931,7.625648518,7.95040364,7.560300913,7.779088266,7.766241156,7.587958254,7.493114198,7.807111542,7.909721273,7.839487082,7.543385492,7.551531846,7.85020954,7.873561792,7.799029005,7.64769196,7.881840174,7.800863843,7.910082948,7.72994511,7.919591546,7.793820993,7.56123487,7.6432602
Compound1838,5.592917708,5.564588073,5.711471744,5.442562298,5.42060579,5.869151273,5.452010145,5.683542076,5.685649308,5.473497646,5.629709809,5.618096317,5.801391668,5.532659781,5.533721323,5.477974881,5.713656226,5.549994583,5.506949508,5.431665488,5.58535535,5.609644636,5.418857801,5.552650189,5.614822242,5.388017249
Compound7306,5.405695933,5.614268537,5.718373357,5.483554755,5.517753212,5.758261935,5.635056731,5.647455764,5.709409299,5.454410572,5.67859985,5.659912004,5.666489544,5.754814393,5.594641398,5.579800546,5.367214118,5.404592729,5.710390893,5.641981016,5.609272838,5.475380598,5.545152365,5.440991003,5.666853396,5.257206829
Compound7717,6.446070759,6.852870424,6.808937786,6.767831818,6.711751916,6.63272081,6.933996164,6.737648929,6.698275071,6.946822503,6.506239369,6.644316052,6.541002131,6.685091982,6.800917141,6.710915882,6.910274398,6.83937051,6.827651709,6.772510291,6.831187467,6.972650073,6.810716025,6.596063353,6.697423866,6.43120881
Compound1159,5.516484097,5.359638855,5.664553146,5.390978957,5.478759661,5.730827589,5.346682905,5.609902497,5.710988413,5.610126193,5.676600078,5.670218538,5.511513862,5.806131123,5.545261941,5.326643552,5.712665407,5.570668,5.736048692,5.611805315,5.687613154,5.694270231,5.14088994,5.385553727,5.469382919,5.350223684
Compound2324,7.335506884,7.125247596,6.653565873,6.849184812,6.827995919,6.850347886,7.171580104,6.836295609,6.753184951,6.632660055,6.887674326,7.55427833,6.722791256,6.90480998,6.925657466,6.833759184,6.882599843,7.67914265,6.694215877,6.708811571,6.736906844,6.925557934,6.601574487,7.003260088,6.714653372,6.879264758
Compound4202,7.133247547,7.163425154,6.906581084,7.034517191,6.963519242,6.957049371,6.780678214,6.984995042,6.873016207,6.936436531,7.173375315,6.934655716,6.706530882,6.940974726,6.855230954,7.138349851,7.11563989,7.108240958,7.123255321,6.981093055,6.766134884,6.9873439,7.200123458,6.98578865,6.600440394,6.903565279
Compound5618,6.550219933,6.822807811,7.111341695,7.296388653,7.209148791,7.153611219,7.240661011,6.882085451,7.319657102,7.219811973,7.14451975,7.200646511,7.086748141,7.060411687,6.799605893,7.12528386,7.158028144,7.046881651,7.043599666,7.13480111,7.047869707,6.852940808,7.17193524,6.745982555,7.135085495,6.904433061
Compound5693,7.171855614,6.955695607,7.035901881,6.900811369,6.533728517,7.072763863,7.075740722,7.176309152,7.020880359,7.050055974,7.155609317,7.025751223,6.705228134,7.086638425,7.125743813,7.092611166,7.107711477,6.709683697,7.0809974,7.222193377,7.211769161,7.179346789,7.190055878,7.010718529,6.874155038,7.050775002
Compound1493,7.445072719,6.932901009,7.458217692,7.465693335,7.559497562,7.529736873,7.75969961,7.563838869,7.641955275,7.454856744,7.51838657,7.396653146,7.667381587,7.55562237,7.586316306,7.510871639,7.425450502,7.351916803,7.559649323,7.369635206,7.640911878,7.656615818,7.548594545,7.616118413,7.066112575,7.431436478
Compound3876,7.306350663,7.234844244,7.505375709,7.075413799,7.067028056,7.175051933,7.397554046,7.26835579,7.407900685,7.090965329,7.206462378,7.274010384,7.213556557,7.312861788,7.01367013,6.977676529,7.138250725,7.033724114,7.175704937,7.261962098,7.192558241,7.351069855,7.272948928,7.107917357,7.402611275,7.121398221
Compound7536,5.536271717,5.524325106,5.719377246,5.517653766,5.588396455,5.645335094,5.624786079,5.596686316,5.738858798,5.46940813,5.669544934,5.659240148,5.603509879,5.680954198,5.585340224,5.542441054,5.560629372,5.520207934,5.762873203,5.298425659,5.401676202,5.589584268,5.364023479,5.524875682,5.685488488,5.523288709
Compound1917,7.523822389,7.264024375,7.840168122,7.688775083,7.739680943,7.952691008,7.434338197,7.531574173,7.675770503,7.47994649,7.57622165,7.612416182,7.687469404,7.754656907,7.707072945,7.728212762,7.173645595,7.5004257,7.459327383,7.780997047,7.389625548,7.502369858,7.786200676,7.601275154,7.71852156,7.754336536
Compound4503,5.503609897,5.646473428,5.536497836,5.65051163,5.673816386,5.584714124,5.511611367,5.702046942,5.684388932,5.406975052,5.612069803,5.665983787,5.571562952,5.610093663,5.530487301,5.59293259,5.574254483,5.231721668,5.670200871,5.508551393,5.43274246,5.58925827,5.445236632,5.586308257,5.624269606,5.432226343
Compound4528,7.030561068,7.103683582,7.130444963,7.084325245,7.161219195,7.162017353,7.087840735,6.704541804,7.131633931,7.186657473,7.235788381,7.081021681,7.181121783,7.008165809,7.124853155,6.841788169,7.210615033,7.056456739,7.135845769,6.832325892,6.807280421,7.107980954,7.231974641,7.268290233,7.310964175,6.93276094
Compound9546,6.519459196,6.601030329,6.478816717,6.569186686,6.560957306,6.524035943,6.548974144,6.503687458,6.583849683,6.437570985,6.332169803,6.480183301,6.386843483,6.479458419,6.583800144,6.5115058,6.523998999,6.616354501,6.620856599,6.509660513,6.625442592,6.461092358,6.513065928,6.656675503,6.626859368,6.47378162
Compound1687,6.967007842,7.224543403,7.03572525,6.72297214,6.965325279,6.860965184,7.362521789,6.847226009,6.808679358,6.822447541,6.824963734,7.122971049,6.942349913,7.229631853,7.684287419,7.260738482,6.927967334,6.941169458,6.868405929,6.914195845,6.829896288,7.232140857,6.952123091,6.623208572,6.702280894,7.013722097
Compound6147,6.775547036,6.580373037,6.629440482,6.813399053,6.634141742,6.877391816,6.790370779,6.877904145,6.701285196,6.827234195,6.719189949,6.677404474,6.706363952,6.686054723,6.811091494,6.781219708,6.743370028,6.781474242,6.744249641,6.812215025,6.867839515,6.732728482,6.725957894,6.808887167,6.773118156,7.009060265
Compound376,8.132648672,8.131557127,8.121098775,7.99735056,7.723881273,8.310599376,8.222497887,8.21853651,8.145064213,7.985717576,8.168142608,8.469354022,8.282078584,7.896873735,7.649437343,8.462482095,7.943664385,8.145749857,8.176146103,8.21749654,8.024672941,8.333492278,7.793071049,8.141005126,8.385988512,8.606021824
Compound3480,6.674759155,6.863899922,6.672402907,6.743877446,6.830313523,6.647628658,6.774519566,6.724391708,6.978134365,6.890287687,6.717902362,6.671976238,6.885695653,7.198443157,6.793790295,6.802136551,6.699787118,6.853439113,6.818075693,6.871069379,6.792456094,6.872728249,6.889830283,6.84159658,6.721200485,6.835022231
Compound5316,7.007390037,6.879138455,6.683666294,7.050352872,7.029901392,6.898437521,7.080490891,6.472445354,7.031322779,6.938962848,7.23321792,6.923626541,7.025359027,7.222824767,7.131195267,7.083577807,7.1136976,7.149346939,7.005256588,7.142730694,6.983160648,7.145754851,6.974038146,7.271570752,6.841429036,6.868835177
Compound9661,6.476967817,6.504911395,6.491607729,6.514723698,6.526283154,6.444803384,6.510239862,6.514450565,6.550366262,6.529381066,6.577623714,6.528941428,6.466204704,6.695051933,6.573452389,6.539012329,6.572082826,6.52513434,6.4207106,6.450231091,6.609231289,6.590456331,6.499320523,6.551919087,6.563817668,6.472080079
Compound2055,7.210115835,7.381182059,7.451522808,7.543707856,7.421270967,7.61601008,7.48267734,7.430642002,7.271915979,7.619079756,7.365667576,7.742309341,7.655532868,7.466591901,7.591636885,7.605983451,7.494297714,7.345391445,7.509587912,7.367703761,7.403796365,7.403799293,7.627965188,7.556168144,7.512622234,7.456975136
Compound6126,6.905809371,6.952017425,6.975098102,7.033681367,6.993132627,6.90677526,6.823952004,6.742347787,6.954086028,7.028378943,6.65195372,7.004869038,6.939104239,6.932475234,6.962371431,6.970795771,6.801024786,6.883612112,6.943593627,7.009802612,6.965430365,6.841594495,6.87725283,6.931310809,6.879563244,6.817185228
Compound6344,6.968738142,6.889725473,6.696674758,6.829770752,6.972045361,6.947353657,6.94277227,6.873856176,6.776216635,6.897695975,6.986384033,6.770000072,6.915750492,6.738316361,7.027546964,6.711011731,7.005447482,6.886766005,6.816378262,6.962660741,6.771872585,6.651778141,6.747458955,6.874093547,6.768292044,6.950160634
Compound6774,6.778068676,6.970328524,6.907311363,6.918788526,6.903480488,6.857811037,6.918645497,6.898252196,6.528699894,6.928889558,6.969822007,6.617603547,6.888708636,6.98920163,6.762766274,6.73598818,6.903179634,7.018107215,6.74042291,6.703197129,6.887626872,6.786918858,6.511261061,6.680986231,6.686639881,6.761935453
Compound9571,6.628471473,6.598511653,6.547402639,6.604509098,6.527189547,6.616904872,6.49168954,6.605379344,6.53281458,6.549736714,6.480293596,6.522164345,6.543620497,6.488338217,6.631676136,6.642073431,6.561212598,6.533351924,6.662261049,6.540037435,6.366837065,6.455796576,6.414721208,6.524391931,6.69268371,6.321493763
Compound10161,6.104895512,6.199112868,6.283081639,6.075851022,6.225501339,6.185216747,5.961362319,6.208932414,6.338843491,6.24814522,6.294387601,6.194137113,6.257051124,6.116166171,5.91119344,6.301182772,6.216745357,6.285731066,6.031370454,6.241666199,6.163710503,6.101571672,6.238062449,6.197768011,6.286249631,6.281892652
Compound10238,6.107559259,6.160958567,6.197975741,6.031837954,6.183501038,6.226335247,6.118176731,6.112125462,6.077527746,6.186281712,6.119986801,6.18906095,6.251842549,5.878451362,6.136413331,6.155308631,6.068596932,6.196376203,6.176044423,6.062395187,5.996284438,6.242583393,6.1044522,6.087137095,6.137264327,6.199670906
Compound1337,7.693220873,7.782183868,7.574377712,7.461759231,7.827880062,7.356488225,7.813634801,7.653814233,7.898271373,7.598465574,7.538025591,7.673825456,7.737465981,7.652259157,7.79765106,7.860475723,7.700703955,7.288113122,7.76596302,7.682586759,7.707882768,7.580328771,7.941315154,7.524564347,7.69519964,7.80282795
Compound6267,7.076177807,6.982962705,7.02985592,7.021722398,7.090693741,7.047912929,7.077667243,7.060252276,7.030779356,6.94121761,6.999164642,6.807416445,7.113714593,7.166327695,6.854753415,7.058961733,6.723871338,6.973254114,6.950451406,6.938544055,6.6021804,6.976366204,6.958322037,7.190039393,7.031481721,6.98994116
Compound6941,6.848626905,7.090783995,6.725955161,7.1007404,6.990440542,7.099002267,6.929401945,7.116816301,6.812160709,6.849370028,6.970768884,6.907894003,6.738802807,6.882974929,6.702053794,7.024413428,6.935352064,5.818094794,7.074655998,6.974985128,7.084416489,6.983971936,7.011205757,7.035584833,7.1215598,7.009753798
Compound7899,6.732087244,6.690098695,6.754335772,6.800918615,6.726289396,6.780962843,6.751182253,6.931394568,6.958246476,6.861542232,6.931156787,6.866317481,6.743891706,6.769289399,6.70093141,6.867161498,6.791201446,6.848798695,6.824837485,6.782417724,6.932677348,6.978784931,6.843585697,6.731937214,6.789381626,6.875660786
Compound9779,6.370225146,6.459293681,6.626071974,6.466554553,6.486732532,6.352875773,6.518177036,6.429461655,6.551545051,6.549964864,6.418194727,6.644861923,5.980379795,6.70287774,6.387495713,6.537499454,6.405739061,6.483216968,6.121372836,6.380265093,6.417183175,6.563352654,6.583058056,6.515362253,6.495602303,6.4462821
Compound318,7.915611931,8.356995573,7.630642496,8.060664068,7.78233937,8.365648737,8.151410424,8.073293462,7.975225814,8.501649222,8.160531391,8.665228793,8.398348789,8.685788353,8.616291867,8.56794296,8.469537764,8.581855912,8.485886356,8.300532678,8.154747677,7.473214968,8.316183187,8.104997577,8.475931533,8.503848586
Compound1416,7.493723486,7.481332495,7.530830596,7.556973231,7.587007464,7.618020186,7.8702965,7.078260437,7.492105485,7.380914265,7.482666779,7.547888741,7.604575561,7.47063235,6.461155779,7.51315044,7.549154871,7.360437919,7.598083643,7.538135948,7.691378173,7.215814076,7.452133805,7.684021344,7.267401308,7.60917492
Compound1694,7.14962188,7.736616228,7.312910347,6.817548981,7.335892034,7.321317336,7.727026694,7.689402822,7.361426361,7.60084692,6.926992167,7.700882777,7.371513817,7.522163317,7.685288974,7.322500907,7.452057628,7.277510558,7.005519809,7.369456194,7.315907379,7.374245088,7.390886131,7.143819873,7.638058163,7.275288242
Compound6673,6.918289198,6.94671494,6.964784032,6.936654394,6.925751959,6.923398902,6.993840688,6.84740845,7.010306782,6.783415129,6.959053424,7.023720317,6.819526391,6.774011014,6.906682262,6.912141031,6.940419224,6.843728234,7.044994685,6.836130833,7.008476524,6.852448195,6.689993223,6.724754427,7.00155378,6.663597307
Compound8831,6.634667636,6.845026329,6.672773254,6.69304937,6.67175006,6.691334882,6.692881561,6.818664735,6.672120297,6.609475942,6.597677884,6.548901995,6.58872079,6.628391399,6.658668425,6.631262457,6.613665549,6.679707564,6.712465151,6.519489951,6.82839295,6.704758466,6.59221749,6.682971995,6.719810623,6.677574947
Compound1962,7.794043514,7.801891889,7.392583298,7.671372469,7.670467371,7.852307756,7.796758645,7.647028493,7.612668902,7.727659644,7.373040056,7.720172516,7.556459797,7.703133319,7.487037179,7.610767959,6.797931506,7.60534835,7.506962969,7.732911564,7.524091254,7.528491004,7.488874396,7.795817272,7.523139295,7.574619157
Compound8252,6.574481417,6.742218874,6.742227116,6.773936519,6.760292914,6.663854451,6.844370949,6.810036617,6.794922626,6.780335484,6.759918075,6.604611186,6.792203031,6.757085872,6.894051456,6.778595637,6.625803057,6.786094517,6.730331401,6.787746803,6.889321218,6.628366425,6.849405469,6.739937205,6.800108296,6.771171684
Compound8564,6.75352089,6.612823744,6.754888743,6.56839015,6.758134879,6.838433987,6.910235608,6.59351721,6.649061356,6.807891104,6.835808085,6.687242862,6.700755624,6.691072155,6.822276438,6.502378915,6.560290369,6.765387246,6.789663184,6.825823238,6.788936801,6.839516603,6.652094249,6.569585335,6.503873777,6.864554555
Compound33,8.503349431,9.262218823,8.80197354,8.443960145,8.708434832,8.672610694,8.740170397,9.370557825,7.934314125,8.324017571,8.447989398,9.394393197,8.873427781,8.807821439,8.767489948,7.05452441,8.763379609,8.335753065,8.364385808,8.750894788,9.080279999,8.782063686,8.90021494,7.3680049,9.565006539,9.652515186
Compound2642,6.776447788,7.08627552,7.332423199,7.280514115,7.394475648,7.109491305,7.46914176,7.095764851,7.33559867,7.29507575,7.193385114,7.207397925,7.411293636,6.890725926,7.241485932,7.368868737,7.115344062,6.893516969,7.258094571,7.407231961,7.258788165,7.236646479,7.307555465,7.493093041,7.312573533,6.819631929
Compound3722,5.604750802,5.539507979,5.513721225,5.438135477,5.520654802,5.772646386,5.330817898,5.527617707,5.780163462,5.471373797,5.811530344,5.612155475,5.225193895,5.838511582,5.512463999,5.312501892,5.591892589,5.583872262,5.403916368,5.383358809,5.589481405,5.69328709,5.216057208,5.47059373,5.476917139,5.506380571
Compound5683,5.562717777,5.618030576,5.757440899,5.463675964,5.508658678,5.771568201,5.567795744,5.598009078,5.77788435,5.466153088,5.616441052,5.456793515,5.722089758,5.319069179,5.484880142,5.559139535,5.590792442,5.538191866,5.675744858,5.596773382,5.546192942,5.600184517,5.719907672,5.381018479,5.807148477,5.252656694
Compound1321,7.157560548,7.396346698,7.303597569,7.532945707,7.49572952,7.514926643,7.815093897,7.484543655,6.946509559,7.469474622,7.622117879,7.339779611,7.520882744,7.393232705,7.473627804,7.304901326,7.418356377,7.498758725,7.185823035,7.100328262,7.50357084,7.338076,7.598236287,7.457779549,7.256570135,7.20572698
Compound2733,7.072406923,7.103595578,7.164318618,6.960354272,7.290261692,7.248456264,7.361947667,6.363030071,6.813286873,7.180287088,6.760630195,7.273978812,6.986468234,6.775074827,7.135639265,6.981902487,7.094000937,7.008027245,7.005488143,6.870184601,7.050541658,7.145785435,7.356051297,7.306112971,7.114647861,7.21998585
Compound3127,6.881811556,6.919885567,6.762898245,6.890825322,7.043473704,6.968317516,6.75325059,6.850217112,6.901739431,6.863040584,6.971987012,6.943040752,6.991270652,6.849703902,6.699899836,6.968968407,6.918978525,6.681472356,6.737908175,6.748491841,7.081431757,7.020450919,6.557366479,6.992737116,7.097792919,6.898134423
Compound3348,7.313834298,6.938598528,7.550540372,7.33871802,7.391882838,7.271583863,7.471382901,7.213033911,6.812216469,7.204323591,7.525539145,7.467882144,7.222688125,7.447267978,7.242922434,7.596276335,7.202864547,7.24697849,7.310754961,7.549138439,7.460425297,7.378712161,7.343824671,7.31484643,7.436583155,6.344321287
Compound3575,6.967268573,7.093298913,6.886593734,6.924512888,7.031965697,6.893002005,6.753852408,6.76158253,6.995366354,6.609805805,7.134273039,6.820992698,6.755884247,6.9457614,7.086802873,7.048904789,6.948040636,6.957422407,6.999251374,6.874916844,6.908164898,6.941180042,6.794285463,7.055403163,7.011400643,6.812516106
Compound4348,5.514299995,5.599050078,5.585633405,5.590922059,5.456889422,5.666569532,5.679674903,5.594045269,5.852662054,5.289273324,5.713315016,5.625738548,5.504991416,5.602599563,5.550790992,5.37842465,5.754840689,5.359360745,5.716410042,5.551928844,5.337050113,5.602665837,5.687745071,5.466814599,5.537752309,5.489158359
Compound5564,6.755827385,6.744885192,6.879618312,6.693462543,6.932990896,6.889268051,6.894750594,6.927349051,7.016960226,6.766669755,7.114042606,6.909254987,6.919054599,6.790277482,6.627216903,6.523835222,6.79242876,6.676321288,6.745690956,6.955995265,6.948111387,6.969392021,6.711973476,6.963195971,6.883248855,6.968923643
Compound7171,6.410237954,6.624491735,6.537733542,6.464108424,6.438335961,6.60892863,6.593473089,6.512073703,6.681547389,6.449898033,6.398504617,6.895706187,6.614541722,6.778837517,6.415310925,6.42461163,6.449807432,6.841594662,6.544724571,6.58782757,6.646920852,6.474179325,6.673662531,6.629393109,6.450677064,6.524086878
Compound712,8.161271971,8.007439855,7.708475669,7.550077514,7.644834861,7.602283799,8.028480144,7.762947637,7.919648172,7.857244336,7.94413028,8.14825375,8.02028278,8.164422856,8.093379343,7.870318318,7.994495054,7.86473003,8.223672729,8.031556392,7.83253783,7.817510918,7.886007333,7.999003885,7.853093602,8.044214235
Compound4332,7.21925251,7.551229162,6.858255506,7.36433364,7.534976376,7.375244635,7.427411008,7.310650774,7.398877418,7.353365565,7.312916507,7.238538268,7.213261662,7.444541506,7.372462429,6.886977485,7.376927242,7.504531177,7.358053446,7.213664525,7.359487827,7.530144582,7.152210469,7.41823515,7.435307479,7.289743779
Compound5898,5.518378099,5.656970236,5.697694963,5.530219202,5.50873543,5.444299536,5.651587192,5.707097542,5.844084289,5.433833423,5.692020776,5.602402727,5.705745621,5.885168467,5.648346386,5.581110971,5.684213486,5.463650064,5.636881828,5.607280321,5.539618136,5.643795853,5.599998051,5.371921498,5.711475134,5.397964628
Compound6732,6.840866047,6.702413958,7.025883904,7.081732579,6.878686586,6.897285218,7.086687811,6.860978265,6.918909481,6.925401793,6.972962705,6.996842049,7.069405486,7.075801336,6.995291562,7.032460065,6.977020981,6.954127611,6.956104965,6.951672191,7.000226076,7.039187234,7.02489418,6.811539055,7.014900059,6.960451568
Compound8541,6.350317641,6.392795613,6.6244288,6.625382861,6.559090197,6.515682201,6.700175899,6.713361823,6.742124167,6.463437426,6.707677489,6.709339145,6.500424658,6.547879749,6.473194344,6.61820523,6.745326833,6.591053685,6.66541156,6.598654237,6.582119281,6.558595989,6.551891449,6.76446274,6.535365327,6.553574063
Compound5496,6.928543925,6.841889037,6.914644306,6.865090902,6.884404654,6.830438926,7.026696309,6.905673784,6.887943899,6.708433746,6.799302059,6.843290923,6.632677963,6.647228252,6.87387017,6.939956084,7.010112844,7.111519215,6.867171922,6.738671648,7.042746417,6.223299854,6.711308811,6.872692999,6.791749464,6.93031702
Compound5562,6.887055705,6.722221027,7.019122056,6.9892038,7.028674309,6.835125643,7.101219051,6.763559851,6.864738552,7.035608957,7.097649781,6.94424301,7.036694846,6.878128224,6.922998072,6.990757323,6.905247315,6.998261242,7.038981295,7.040583568,6.862959668,6.951630447,6.701536577,6.992936983,7.023263239,6.875121678
Compound9368,6.633394286,6.455390851,6.237653861,6.235200774,6.385625604,6.598703438,6.597533382,6.430543904,6.49611491,6.518329195,6.430473982,6.498830492,6.540388195,6.543413891,6.475219734,6.524220437,6.533840589,6.69118052,6.593190989,6.714874652,6.564853784,6.565899959,6.516348213,6.369110965,6.574140441,6.597988328
Compound9944,6.344516497,6.336475473,6.25976355,6.188575761,6.426102615,6.298790728,6.350972476,6.436023204,6.379100311,6.187665803,6.063181832,6.030805445,6.373721966,6.141155282,6.236236579,6.274201694,6.202283903,6.316158689,6.397095323,6.341406556,6.172570831,6.313323503,6.26358201,6.224582363,6.368119345,6.27929995
Compound108,5.590801575,5.629809503,5.486029376,5.569984097,5.516143658,5.766832148,5.624137152,5.603503806,5.765820157,5.382090055,5.632448243,5.731431627,5.525633953,5.840995377,5.692014903,5.498372746,5.441991019,5.57457565,5.602899341,5.561800946,5.584581665,5.750247351,5.580661597,5.601805466,5.744449012,5.604305717
Compound2752,7.603417311,7.584370073,7.501780915,7.269370752,7.633619439,7.605369472,7.593302013,7.489690734,7.493194516,7.547767663,7.770383141,7.516817408,7.277384042,7.03601011,7.475155563,7.191701499,7.580870694,7.711172452,7.514677635,7.456656592,7.506361739,7.686742478,7.618039047,7.439536936,7.58420589,7.088591609
Compound3435,6.816123847,7.018950033,6.832947302,6.946915236,6.956357946,6.854667357,6.772052345,6.997194879,6.916121934,6.938980262,6.76726858,6.879611031,6.950055043,6.994000164,6.955007153,7.011944148,6.897060894,7.280946665,6.875292252,6.885958752,6.922248253,6.941033517,6.883303968,6.897998335,7.055065009,6.926522403
Compound6315,5.369948285,5.597353948,5.455301871,5.596260659,5.636318067,5.582581071,5.678913438,5.524887534,5.821516574,5.633519705,5.686471629,5.547552059,5.741733265,5.545929999,5.505856056,5.600723605,5.508063898,5.537851544,5.696858537,5.374950169,5.4639184,5.446364755,5.562917279,5.505310283,5.684702835,5.594918005
Compound6890,6.66198549,6.689014436,6.744053972,6.67594462,6.560486783,6.808422678,6.651570671,6.820739394,6.633973644,6.634617027,6.545668488,6.592765725,6.93189405,6.768963999,6.679716226,6.752514199,6.735736604,6.725296888,6.698659012,6.830086915,6.78529556,6.767735742,6.891056272,6.764208282,6.673648693,6.75202436
Compound5667,7.27232746,7.287761868,7.184562318,7.232991721,7.21857144,7.055687868,6.940782625,7.068202259,7.29574114,6.904566608,6.702068322,7.018735144,7.267014104,7.125739316,7.081704969,7.091429269,7.26369443,7.106403962,7.124504025,7.21486895,7.14426537,7.060046817,7.104122659,7.260807209,7.159301924,7.327279694
Compound9623,6.555899811,6.535490407,6.591333321,6.524489055,6.472121319,6.524505211,6.514415935,6.241537917,6.388151819,6.384298367,5.855027155,6.48635531,6.434159024,6.395597876,6.461370659,6.622719412,6.488185808,6.670430612,6.507159915,6.483577901,6.400566985,6.093455325,6.589273509,6.563844782,6.39794007,6.494642886
Compound5241,6.850916913,7.096861958,6.944511598,6.991128836,6.934543653,6.866733062,6.802786602,6.728383336,7.014971719,6.926867203,6.856241399,6.826347252,7.047487934,7.103352606,7.072580576,6.788900916,6.884410556,6.933165971,7.024642178,6.837282799,6.904714434,7.179829307,6.923883695,6.953367547,6.853729513,6.747421515
Compound6733,6.794228314,6.908068268,6.878497219,6.864421501,6.878607881,6.935005667,6.83327624,6.690871029,6.870468928,6.881557022,6.720050135,6.806494565,6.725511293,6.95007714,6.819525324,6.879442516,6.718166364,6.905650766,7.009633673,6.768453617,6.801627612,6.834041626,6.966646521,6.85735537,6.660521505,6.835659835
Compound9722,6.496077687,6.446535085,6.39516033,6.365595582,6.618596238,6.49354086,6.210499731,6.352828734,6.44148484,6.311752,6.266511508,6.527276412,6.342669395,6.460251583,6.591188341,6.439892151,6.541202173,6.471954038,6.57175966,6.476885321,6.396789413,6.708320853,6.596531074,6.469586842,6.474061142,6.48393535
Compound3362,7.168435197,7.591115386,7.472326264,7.52880422,7.308961699,7.585003371,7.758363548,7.682723826,7.350887312,7.630987848,7.417046118,7.567367392,7.448576759,7.54375007,7.341184218,7.642079226,7.454351378,7.243145242,6.423181086,7.637482388,7.745258891,7.588594521,7.266741414,7.431544309,7.670604721,7.512454912
Compound5622,5.599236057,5.621869302,5.614405275,5.550868902,5.488680691,5.846745927,5.703518581,5.585802456,5.689543192,5.534812478,5.639111277,5.543541027,5.734011588,5.843394498,5.71408335,5.426378308,5.595277647,5.476265524,5.343235075,5.545898247,5.715342297,5.670713419,5.554407547,5.597795341,5.625090658,5.443746395
Compound5636,6.565226796,6.776177073,6.664985607,6.818118623,6.829598947,6.673358255,6.824501421,6.752136235,6.763985905,6.770478795,6.682705764,6.789621124,6.752336741,6.82381114,6.74197319,6.768989446,6.75558522,6.680935862,6.815538377,6.800134389,6.92259055,6.75825582,6.801452014,6.774393831,6.840358533,6.789539851
Compound6240,5.542872754,5.636747083,5.61198073,5.499454977,5.639029071,5.596675033,5.552105198,5.570351811,5.75077177,5.442021374,5.701281507,5.630826622,5.568765812,5.72766095,5.629161117,5.586152046,5.533948713,5.599604083,5.647344724,5.62651044,5.341864506,5.534912512,5.562854941,5.584728821,5.492743959,5.439100747
Compound8686,5.447465558,5.551161074,5.523396253,5.493500203,5.41485187,5.809386839,5.642378099,5.493316795,5.760066044,5.526224779,5.679544786,5.688440603,5.594731276,5.520913742,5.480045907,5.385969867,5.408007607,5.547575871,5.455869422,5.499341746,5.514438047,5.617526673,5.63451362,5.389001461,5.64707328,5.47884209
Compound1041,7.811571325,6.991690796,8.027687443,7.725298267,7.859064418,7.762450622,7.668172288,7.628013779,7.931736323,7.110398643,7.537615055,7.792870903,7.696985009,7.504676968,7.781955408,7.600725934,7.816909888,7.887576901,7.798142744,7.278736518,7.59702749,7.593218166,7.835829802,7.776951825,7.102270575,7.734496409
Compound1056,7.883923886,7.863730247,7.592987461,7.636498549,7.645386681,7.690984666,7.770937904,7.814314237,7.26869236,7.695975222,7.745319755,7.674579106,7.757231104,7.847090316,7.703137722,7.573547438,7.646999039,7.766017112,7.775320004,7.72360679,7.74194209,7.476749597,7.895013104,7.684077821,7.678722326,7.848570803
Compound6377,7.048626127,7.02120714,6.746186381,7.084774787,6.932047539,6.864188767,7.112490481,6.997777889,6.717878787,6.970274398,7.008265137,7.166345317,6.886562523,7.03400834,6.915814898,7.063207063,6.904797553,7.259945125,6.829365386,6.979065754,7.141628401,6.72058551,7.113299309,6.845098446,7.267419339,7.024123676
Compound3667,7.000428338,7.274170466,6.461932511,7.030889737,7.028516974,6.80754448,7.285994518,7.134554367,7.2640687,7.129773725,7.083693067,6.86917304,7.292182415,6.944760076,7.303664314,7.171084711,6.958845385,7.12291783,6.954308543,6.77526198,7.088075645,7.141881229,7.271655224,7.070770204,7.175748395,7.24222692
