Sample,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26
Compound80,7.612966254,8.471427467,8.776465152,8.468628284,8.559366871,8.533482455,8.227119511,8.390029545,8.840587277,7.203906402,8.767799165,8.556315634,8.345257793,7.734636054,8.611954399,8.543898088,8.61284157,8.044394571,8.364915095,8.577932026,8.514614185,8.767562915,8.542591109,8.140650249,8.761582699,9.285650819
Compound309,7.931071587,7.860449354,8.091095637,7.801081001,7.792982582,7.921932182,7.517330299,7.94948148,8.117536471,8.022664885,7.889308385,8.180143825,7.992495677,8.051502915,8.027499195,7.941544257,7.917407049,7.656709046,7.734498914,7.873591567,7.714978414,7.860205221,7.962063489,7.87730561,7.75910239,8.648490348
Compound373,8.014575725,7.85647533,7.911889299,7.861246729,8.144296071,7.840523061,7.66405755,8.253376242,8.194074293,7.879815268,8.321743011,8.340850461,8.23288588,8.389892134,8.48397272,8.49971168,8.43359578,7.997773201,8.379502438,8.286323026,8.213534151,8.162709474,8.256100201,8.254026455,8.102422888,8.270250076
Compound419,7.451199583,8.044021084,8.047297955,7.44093584,8.004758085,7.618777817,8.130692179,7.528567609,7.835815204,7.956612751,8.311554976,7.720325338,7.735070888,7.854724267,7.882434113,7.27190413,7.527993686,8.029282876,7.422465401,8.097399853,7.928683172,7.276996807,7.928908506,7.951756361,7.330393783,7.910018177
Compound1120,7.919755145,7.973755412,8.302684581,8.230698194,7.876799377,8.096634321,7.712030846,7.957611222,7.983954476,8.086906655,7.971749131,7.775397273,7.841391097,7.980788068,7.631704244,7.509415047,7.741082606,7.983495146,7.696212222,8.227086263,8.062948455,7.739771315,8.030196296,7.698320553,7.844941697,7.94652982
Compound1223,7.209462617,7.392200568,7.499987424,7.563250155,6.673736298,7.428329463,6.954151129,7.686800976,7.003995343,6.830031945,7.924241129,7.273771497,7.663633841,7.481670743,7.780800015,7.506929324,7.352987897,7.084340571,7.884020065,7.270433115,8.028899298,7.097465649,7.279741909,7.140362576,7.298915446,7.380321917
Compound1447,7.036307436,6.978247293,7.20490781,6.758706804,7.072630457,6.769538603,6.705985941,6.994181496,6.702949233,6.990236276,7.018955693,6.993489232,7.001957993,7.187148814,7.247521728,6.865717771,7.203536355,7.177085601,7.192201845,7.206898679,7.042490979,7.130906285,7.1104887,7.176577208,6.556494163,7.058486374
Compound1570,7.721026761,7.368722082,7.817197236,7.790447471,7.503794022,7.56857472,7.31801384,7.745668445,7.623858863,7.56822085,7.724531221,7.564537725,7.446524218,7.717743211,7.609617317,7.70676508,7.769831337,7.752163541,7.473062406,7.622477445,7.822591225,7.657425127,7.774328084,7.3977546,7.489148313,7.719142368
Compound1730,7.295346183,7.55581644,7.235233744,7.031381759,7.199886996,7.352756248,7.301399283,7.301617862,7.249592125,7.083810728,7.387542099,7.347159027,7.405582686,7.232564216,7.072940856,7.235788821,7.438299761,7.281674039,7.520304094,7.408353975,7.537265743,7.308891401,7.581487785,7.585884306,7.237465725,7.445861401
Compound1778,7.576573647,7.707616343,7.176649453,6.865330136,7.166373713,7.064902526,7.167673687,7.564942899,7.485200489,7.568676372,6.931495234,7.055395745,7.639242224,7.705639685,7.103810979,7.125293608,6.936254632,7.094942862,7.353585075,7.237462854,7.219810431,7.07068845,7.006418579,7.597830108,7.221519869,7.452101403
Compound2226,7.453058644,7.237337278,7.31240202,7.460108024,7.361733338,7.343477578,7.364818332,7.39896288,7.386161796,7.444803616,6.458770645,6.699693122,7.28633138,7.228177623,7.331367808,7.015562503,7.268623599,7.356480601,7.345756596,7.200503994,7.354147267,7.3939245,7.252796035,6.810564876,7.274993084,7.443833782
Compound2353,6.984880298,6.712660249,6.668368874,7.02092879,6.956590533,6.83539658,7.094816087,6.758614482,6.995742869,7.199560235,6.843786332,6.783656763,6.610846085,6.845677632,7.438090953,6.836224356,6.825544429,6.881509768,6.710157341,7.067345425,6.917346513,6.935538896,6.458613859,6.931749811,6.954217001,6.737568474
Compound4416,6.683541397,6.763303409,6.597524711,6.82953879,6.597140707,6.753769563,6.870344221,6.632234036,6.561911957,6.743477906,6.959963035,6.75524223,6.880390707,6.691416477,6.877628605,6.844344537,6.758148253,6.876215272,6.846113745,6.773084612,6.869639228,6.629331942,6.684945849,6.588886229,6.67900956,6.822707502
Compound4967,7.190369711,7.151446754,7.238318058,7.062437469,7.173063349,6.527483579,7.288825747,6.802405351,7.138150381,7.109514206,7.132128153,6.816397469,7.199766393,7.233278111,7.030748243,7.160135467,6.962728541,7.15670364,6.933779341,7.230889443,7.040268271,7.318982237,7.01250637,6.952206822,6.974135877,6.951306191
Compound5835,6.802008196,6.93211136,6.659790877,6.477209415,6.806546031,6.880678561,6.601982883,6.852419669,6.800813753,6.634883108,6.64603795,6.704957594,6.775564651,6.666613183,6.680824522,6.696552097,6.677083373,6.882966126,6.883245545,6.868572764,6.830147113,6.849886942,6.794293698,6.797111373,6.930499248,6.815921379
Compound7765,6.836221391,6.576592368,6.875520682,6.778017678,6.742209539,6.732544454,6.899624557,6.823301544,6.77362037,6.864409975,6.780605713,6.891162726,6.885242285,6.818076054,6.965413336,6.721022779,6.593858441,6.873533772,6.617455926,6.883234968,6.768282911,6.869738807,6.845165852,6.914613901,6.891265746,6.896867694
Compound8170,6.716008562,6.740872682,6.731447248,6.769377194,6.712085839,6.762556988,6.725214684,6.848148952,6.673143503,6.773703357,6.752502237,6.747149439,6.643524213,6.634836444,6.724258624,6.641769559,6.859117573,6.736620114,6.765432612,6.721503025,6.705395122,6.755117409,6.53768567,6.70763073,6.691235449,6.710393116
Compound8735,6.748492369,6.671574584,6.670443713,6.790364555,6.579785062,6.67401213,6.720708551,6.611649027,6.684412145,6.779001162,6.795469704,6.699505782,6.839839045,6.756250102,6.791764573,6.864882057,6.806820175,6.638169476,6.70093256,6.750878793,6.744357849,6.569825485,6.863987446,6.785567727,6.688704643,6.665696342
Compound8785,6.698158305,6.659203275,6.602371456,6.584990015,6.436519814,6.649125404,6.575657172,6.637903864,6.564201415,6.669697723,6.482065557,6.674934857,6.683457723,6.630902238,6.620100014,6.541329689,6.705706767,6.512334638,6.66680635,6.638512088,6.527455992,6.557665762,6.618965505,6.659684221,6.461867738,6.578792836
Compound8927,6.604148836,6.631450558,6.509848686,6.61959582,6.587853231,6.750362134,6.73996939,6.699194405,6.763118086,6.766801792,6.435525183,6.783650158,6.765855706,6.786452277,6.834880061,6.680509131,6.568365522,6.738599055,6.785767522,6.719478347,6.623349909,6.698931669,6.715898593,6.689770454,6.666951766,6.696417934
Compound8941,5.607928905,5.539855699,5.633143353,5.485756576,5.539925849,5.820354053,5.654040822,5.628347511,5.81297819,5.62032228,5.781049148,5.643052464,5.683204386,5.644676173,5.603718638,5.446069171,5.353543948,5.69863292,5.804609499,5.561656199,5.663308714,5.701276838,5.704553485,5.584065222,5.739980234,5.536596197
Compound10120,6.294617085,6.412334304,6.291860811,6.020612863,6.229066313,6.000809779,6.196751197,6.288253901,6.370164776,6.298521273,6.267940226,6.328008416,6.292112763,6.20867415,6.037590402,6.265929381,6.108552567,6.065764861,6.275899705,6.314625874,6.11306298,6.374611154,6.126178368,6.213243674,6.27010524,6.29110418
Compound51,8.251662252,8.373448826,8.561039148,8.221604097,8.268884288,7.876047707,9.425034188,8.552202939,8.360598301,8.234471383,8.371619346,7.890892219,6.913279231,8.089787985,9.039139599,8.545464,8.481530187,7.678710216,9.095936661,9.087935949,8.390139058,8.164905,7.479109398,8.474857199,7.944058919,8.379103332
Compound77,7.892039304,7.695381047,7.822917991,7.971715066,7.500923774,7.619819729,7.419176905,7.889429623,7.933963966,7.859411426,8.040309191,8.025568492,7.470700597,8.089322445,7.985513262,7.758107014,7.706489952,8.019519676,8.015942168,7.776924754,7.763605671,7.915465121,7.993825114,7.928626626,7.832731289,7.851699958
Compound180,7.984147751,7.445132174,8.043804616,8.025464303,7.664446119,7.616768278,8.024076981,7.922822092,7.787778607,8.049889507,8.96011875,7.874028624,8.18364119,7.998409107,7.857091911,8.183777443,8.168875209,8.069816389,7.997684238,7.680643035,7.972558714,7.816653628,8.171386437,7.95619037,7.850345245,8.003031668
Compound211,8.830269957,8.312856538,9.041445522,8.446821188,8.598715303,9.004510615,8.693438173,8.775147735,9.016617067,8.885360579,8.539542677,9.133894771,8.67768526,8.7617154,8.77733579,7.923168244,8.828819766,8.073753607,9.08626933,8.84376948,8.927201254,8.702748085,8.741993738,8.889945247,8.714085538,8.774470475
Compound339,7.947665404,7.760547225,7.050049213,8.490657049,7.968229085,6.969334922,7.273797503,7.383706311,7.972750849,8.121214883,8.137357864,8.589475183,8.497452405,8.394970067,8.582273127,7.848362759,8.424858264,8.245125608,7.670759119,7.308077495,7.551581207,7.564276512,7.903541803,7.617378075,8.017279875,8.687615933
Compound508,7.393155592,7.657924708,6.936962837,7.105801905,7.023911561,6.957071715,7.420653618,7.347505533,7.214690725,7.806547704,7.291943924,6.977126685,7.758782806,7.795718364,7.368585318,7.206333603,6.818797903,7.36445931,7.259480889,7.060610788,7.110176802,7.185127139,7.010479154,7.437677195,7.380584753,7.548493489
Compound638,5.297339122,5.620099485,5.466716841,5.64017741,5.614768865,5.796807618,5.585531424,5.67756801,5.665135209,5.686485307,5.47078205,5.639768369,5.567408282,5.65299685,5.389583313,5.389065399,5.568830996,5.404124716,5.740495581,5.650838597,5.592608388,5.68115362,5.662606273,5.539416604,5.667463331,5.628011329
Compound1195,5.487599368,5.662213396,5.534244771,5.046247946,5.560851338,5.734154588,5.592124004,5.578170056,5.630377513,5.607933183,5.737586976,5.708393167,5.695542495,5.670095835,5.550537235,5.612456347,5.675919365,5.547169382,5.385852974,5.591916726,5.546676153,5.584889948,5.672515575,5.516495533,5.541703552,5.592087324
Compound1645,6.875724918,7.621152272,6.758183029,6.941947899,6.580712716,6.698758016,6.866525624,6.729418209,7.032785271,7.016010126,7.08579237,6.862113028,7.083595119,6.759772677,6.83565233,6.942241709,6.987029552,6.93862644,6.811590088,6.95448519,6.93766921,7.233959203,6.892893895,6.842688706,7.000473583,6.846859747
Compound1740,7.341509089,7.527679697,7.618132767,7.573509296,7.395930899,7.807347028,7.740820835,7.490895525,7.641679384,7.555332293,7.701447606,7.503898215,7.71365816,7.733244999,7.718797831,7.149608769,7.297991883,7.213985466,7.580715434,7.683701904,7.671281759,7.658295917,7.550190455,7.62084234,7.656955411,7.33778414
Compound1976,6.810266375,7.392922781,7.08598683,7.332403102,6.923922799,7.085385999,7.239585157,7.343370542,7.257786242,7.415635886,7.372127079,7.286725374,7.295090035,7.025076259,7.504373568,7.16591599,7.542059934,7.311803067,7.676896252,7.469076659,7.407711054,7.277819609,7.645562769,7.671269852,7.287242299,7.146705827
Compound2129,7.40262109,7.422653583,7.455135879,7.346159983,7.325017538,7.264731519,7.10960571,6.953151806,6.989675267,7.390842008,7.202062941,7.092729408,6.781439445,7.560023569,7.263272831,7.187968356,7.438647912,7.29717126,7.319743232,6.638766009,7.343404827,7.186855123,7.43647995,7.504140878,7.021276742,7.412534849
Compound2951,6.653842403,6.706334909,7.242328974,7.00371921,7.160207331,7.087483862,6.906408077,7.155343011,6.91170778,7.37075138,7.32809856,7.163198592,6.980989425,7.167079328,7.187869721,7.209418496,7.312245752,7.423713309,7.286969078,7.144663624,7.168257564,7.294901723,7.065908659,7.360449901,7.246429743,7.300110369
Compound3847,7.540910159,7.551468797,7.617363737,7.336295248,7.352069971,7.051499253,7.309535231,7.476907905,7.447616056,7.407028297,7.266147517,7.216077111,7.580851892,7.358694288,7.356250245,7.518798968,7.307140061,7.482013959,7.356187241,7.183061898,7.56265896,7.38506764,7.044860321,7.619571055,7.333163674,7.559629485
Compound3941,7.322271315,7.274738208,6.886774335,7.210307145,7.233880303,7.583754319,6.901782443,7.379880552,7.460141786,7.437408497,7.424181554,7.436864416,7.25187546,7.407910435,7.016381229,7.208258754,7.592668693,7.428005857,6.649280821,7.441924439,7.390336875,7.511181619,7.438430931,7.303097911,7.128978126,7.039566889
Compound4119,6.720039084,6.820714428,6.717296194,6.830233904,6.914810573,6.862782798,6.203433171,7.092868794,6.937319513,6.934373701,6.81581817,6.930339193,6.846500902,6.644935947,6.997430462,6.736555163,6.872192598,7.032028488,6.652690637,6.866847711,6.808751012,6.644664507,6.900734751,6.969424193,6.846878213,6.987478523
Compound4122,7.412368008,7.103381381,7.281815556,7.392463327,6.770523096,7.271293478,7.176757065,7.122689173,7.005782764,7.37621366,6.598471338,7.354579362,7.290257572,7.482728599,7.231889233,7.042733456,7.399664838,7.099869703,7.41221243,7.397404541,7.419977242,7.408243337,7.467150066,7.328077813,7.16799755,6.963566758
Compound4206,5.477321429,5.683192096,5.560688093,5.694532952,5.704081367,5.799848174,5.423779847,5.550301694,5.861931656,5.64610532,5.422052083,5.48432407,5.551433885,5.625720026,5.688187377,5.590774366,5.613733511,5.369010782,5.600676554,5.5913942,5.606183121,5.59782926,5.56195185,5.625805419,5.58707245,5.268993118
Compound4472,6.732999389,7.039972014,7.021959076,7.01083332,7.094720006,6.786203277,6.910126692,6.846199158,7.137347729,7.021772429,6.89461804,7.028468026,6.787606344,6.990808626,6.999678606,6.775475648,7.045564551,6.941869851,7.010395394,6.817345412,7.002621388,6.916749335,6.956654449,6.982293014,6.831461272,6.884279442
Compound4617,6.918655559,6.742264173,7.026924824,6.747834533,6.712749854,6.865092196,6.757069899,6.537817024,6.858850997,6.818952489,7.063910595,7.048442443,6.834369529,7.102626916,6.984390606,6.8973106,6.974127776,6.945598015,6.809167175,6.89086392,6.502245397,6.972337912,6.870422545,6.782706592,6.853549324,6.586291798
Compound5786,7.228291831,7.118085865,6.860402995,6.864853987,7.165104505,7.179801924,6.982665536,7.199655218,6.772492937,7.133974706,7.043977195,6.83238811,7.164530425,7.320013165,7.244405802,6.955732351,7.086823822,7.221759201,7.230264962,6.934445791,7.243120197,7.128509344,6.852745984,7.173426318,7.029744329,7.008977304
Compound6190,6.885732083,6.949939322,6.842614106,6.976334358,6.938324612,6.774352459,7.145102173,6.960887901,7.026344615,7.095115283,7.239125338,7.04893908,6.856390923,6.948382138,6.924733477,6.950100764,6.696392078,7.090519811,7.122339269,7.106103497,6.965627044,7.025338989,7.146835052,6.956656997,6.772040681,7.009009092
Compound6510,6.716363515,7.011981604,6.844550673,6.890883826,6.997137142,6.736130677,6.881408726,6.635863226,6.943794367,6.995328302,6.852844361,6.679822918,6.907695291,6.996441723,6.867247373,6.852492671,6.880254752,6.921402427,6.852482292,6.7494394,6.927898746,7.006610185,6.889119556,6.739370684,6.920534297,6.883361985
Compound7514,6.555233016,6.382316054,6.467639304,6.157917605,6.348218087,6.414646979,6.424175572,6.289843564,6.429842607,6.42571545,6.793378156,6.472580913,6.250845324,6.68755648,6.417930141,6.424973008,6.478309952,6.486228837,6.454336533,6.224392575,6.412183447,6.551224321,6.52904723,6.345358483,6.365980393,6.351129371
Compound7546,6.580579965,6.67287955,6.81368098,6.754336436,6.548301325,6.735028659,6.796458201,6.696672784,6.804620533,6.761809763,6.73583758,6.817491245,6.524419193,6.679580914,6.662405871,6.724614183,6.425727084,6.748917867,6.571382437,6.769766215,6.621911747,6.735173965,6.724435556,6.738701119,6.707521691,6.820213073
Compound7973,6.722063686,6.634518311,6.849099959,6.903197049,6.833343085,6.905482168,6.803206462,6.924886937,6.881442196,6.788854244,6.879026703,6.695472504,6.838057473,6.626009347,6.920823059,6.868614254,6.788214905,6.531772753,6.822459835,6.933923705,6.540378762,6.785323668,6.861606504,6.729058057,6.751916725,6.793469038
Compound8073,6.627372847,6.614218342,6.579606582,6.623238663,6.782783049,6.772920234,6.682846721,6.726477034,6.527415281,6.729235086,6.743181314,6.630023122,6.696697989,6.728098251,6.674126936,6.516595461,6.803304796,6.775467542,6.548261501,6.727922552,6.700825164,6.684566888,6.695339973,6.600027048,6.673324571,6.733358107
Compound8179,6.612052989,6.68291195,6.843363693,6.803478144,6.669106708,6.741774928,6.639421141,6.573649204,6.745085125,6.873876884,6.806841384,6.974562562,6.796465621,6.862443908,6.505632623,6.806632806,6.684239464,6.760262854,6.428034793,6.909345218,6.702707069,6.638744905,6.650012079,6.78499091,6.813013642,6.808863296
Compound8294,5.504135258,5.596694685,5.555943023,5.353577734,5.407292467,5.883502972,5.683043284,5.721660515,5.943403693,5.415002453,5.6734819,5.566366186,5.7368864,5.903301403,5.665920942,5.614779179,5.581230237,5.387157968,5.312051526,5.040200062,5.516858427,5.658687784,5.238240031,5.581031004,5.588671297,5.502052645
Compound8331,6.704631429,6.664302043,6.662389267,6.817422735,6.819736162,6.824632282,6.711002782,6.798150485,6.628444664,6.622968543,6.693734886,6.820814882,6.664189969,6.694483921,6.713148287,6.971161753,6.602008954,6.832389096,6.928455399,6.87323656,6.825851425,6.78147284,6.720675482,6.779904272,6.863201717,6.843634412
Compound41,8.849792303,8.624915492,7.854280679,9.234571808,8.712203248,7.722405208,8.360722671,8.36802718,8.946912903,8.801016827,9.198838528,9.366603161,9.426257152,9.32264692,9.521317084,8.872442564,9.455241923,9.15204102,9.224973407,8.232333333,8.038429738,8.435053585,9.031046963,8.572663448,8.954770814,9.624641207
Compound169,5.499546385,5.671620834,5.638537904,5.484368107,5.604888442,5.669958732,5.685814309,5.346106194,5.675765117,5.509482429,5.529471682,5.665885658,5.532533603,5.77609316,5.51326527,5.554557564,5.504939151,5.523338535,5.597281409,5.350475691,5.641275443,5.586683515,5.508003602,5.603852285,5.618603838,5.301534876
